date,atm_id,opening_balance,withdrawals,deposits,closing_balance,replenished,replenishment_amount,cash_utilization_rate,predicted_runout_days
2025-06-21,ATM-00014,2474611,1328848,0,6252173,True,5106409,10,4
2025-06-22,ATM-00014,6252173,2803988,0,3448185,False,0,50,1
2025-06-23,ATM-00014,3448185,1670104,0,1778081,False,0,74,1
2025-06-24,ATM-00014,1778081,1219348,0,6060245,True,5501512,13,4
2025-06-25,ATM-00014,6060245,1439770,0,4620475,False,0,33,3
2025-06-26,ATM-00014,4620475,1549962,0,3070513,False,0,56,1
2025-06-27,ATM-00014,3070513,1171785,0,1898728,False,0,72,1
2025-06-28,ATM-00014,1898728,2675486,0,6209860,True,6986617,11,2
2025-06-29,ATM-00014,6209860,2769938,0,3439922,False,0,50,1
2025-06-30,ATM-00014,3439922,2053096,0,6250926,True,4864099,10,3
2025-07-01,ATM-00014,6250926,824110,0,5426816,False,0,22,6
2025-07-02,ATM-00014,5426816,1583477,0,3843339,False,0,45,2
2025-07-03,ATM-00014,3843339,971937,0,2871402,False,0,58,2
2025-07-04,ATM-00014,2871402,1553486,0,6156321,True,4838405,12,3
2025-07-05,ATM-00014,6156321,2981376,0,3174945,False,0,54,1
2025-07-06,ATM-00014,3174945,2710963,0,6230096,True,5766113,10,2
2025-07-07,ATM-00014,6230096,1554829,0,4675267,False,0,33,3
2025-07-08,ATM-00014,4675267,2953379,0,1721888,False,0,75,0
2025-07-09,ATM-00014,1721888,1387261,0,6263686,True,5929058,10,4
2025-07-10,ATM-00014,6263686,1508671,0,4755015,False,0,32,3
2025-07-11,ATM-00014,4755015,2194818,0,2560197,False,0,63,1
2025-07-12,ATM-00014,2560197,1217099,0,6534235,True,5191137,6,5
2025-07-13,ATM-00014,6534235,2889395,0,3644840,False,0,47,1
2025-07-14,ATM-00014,3644840,1838594,0,1806246,False,0,74,0
2025-07-15,ATM-00014,1806246,2818894,0,6029871,True,7042518,13,2
2025-07-16,ATM-00014,6029871,1776898,0,4252973,False,0,39,2
2025-07-17,ATM-00014,4252973,1954983,0,2297990,False,0,67,1
2025-07-18,ATM-00014,2297990,967303,0,6263444,True,4932757,10,6
2025-07-19,ATM-00014,6263444,1290419,0,4973025,False,0,28,3
2025-07-20,ATM-00014,4973025,2246473,0,2726552,False,0,61,1
2025-07-21,ATM-00014,2726552,2801552,0,6216018,True,6291017,11,2
2025-07-22,ATM-00014,6216018,2460330,0,3755688,False,0,46,1
2025-07-23,ATM-00014,3755688,2706314,0,6622637,True,5573263,5,2
2025-07-24,ATM-00014,6622637,1604214,0,5018423,False,0,28,3
2025-07-25,ATM-00014,5018423,2094945,0,2923478,False,0,58,1
2025-07-26,ATM-00014,2923478,2579885,0,6551783,True,6208190,6,2
2025-07-27,ATM-00014,6551783,2877948,0,3673835,False,0,47,1
2025-07-28,ATM-00014,3673835,1757355,0,1916480,False,0,72,1
2025-07-29,ATM-00014,1916480,2530179,0,6491057,True,7104755,7,2
2025-07-30,ATM-00014,6491057,1041127,0,5449930,False,0,22,5
2025-07-31,ATM-00014,5449930,2045646,0,3404284,False,0,51,1
2025-08-01,ATM-00014,3404284,2497432,0,6327885,True,5421033,9,2
2025-08-02,ATM-00014,6327885,2598062,0,3729823,False,0,46,1
2025-08-03,ATM-00014,3729823,2401067,0,6160184,True,4831428,11,2
2025-08-04,ATM-00014,6160184,2887619,0,3272565,False,0,53,1
2025-08-05,ATM-00014,3272565,1445972,0,1826593,False,0,73,1
2025-08-06,ATM-00014,1826593,1274088,0,6003021,True,5450515,14,4
2025-08-07,ATM-00014,6003021,2461353,0,3541668,False,0,49,1
2025-08-08,ATM-00014,3541668,2827260,0,6241311,True,5526902,10,2
2025-08-09,ATM-00014,6241311,2370870,0,3870441,False,0,44,1
2025-08-10,ATM-00014,3870441,1383329,0,2487112,False,0,64,1
2025-08-11,ATM-00014,2487112,2658056,0,6282123,True,6453066,10,2
2025-08-12,ATM-00014,6282123,2174119,0,4108004,False,0,41,1
2025-08-13,ATM-00014,4108004,2104512,0,2003492,False,0,71,0
2025-08-14,ATM-00014,2003492,1058340,0,6174880,True,5229728,11,5
2025-08-15,ATM-00014,6174880,1453618,0,4721262,False,0,32,3
2025-08-16,ATM-00014,4721262,961320,0,3759942,False,0,46,3
2025-08-17,ATM-00014,3759942,1010549,0,2749393,False,0,60,2
2025-08-18,ATM-00014,2749393,1676557,0,6480534,True,5407697,7,3
2025-08-19,ATM-00014,6480534,1479742,0,5000792,False,0,28,3
2025-08-20,ATM-00014,5000792,919758,0,4081034,False,0,41,4
2025-08-21,ATM-00014,4081034,2944077,0,6596434,True,5459476,5,2
2025-08-22,ATM-00014,6596434,1162281,0,5434153,False,0,22,4
2025-08-23,ATM-00014,5434153,1412989,0,4021164,False,0,42,2
2025-08-24,ATM-00014,4021164,920411,0,3100753,False,0,55,3
2025-08-25,ATM-00014,3100753,1786205,0,6142108,True,4827560,12,3
2025-08-26,ATM-00014,6142108,1860896,0,4281212,False,0,38,2
2025-08-27,ATM-00014,4281212,1228748,0,3052464,False,0,56,2
2025-08-28,ATM-00014,3052464,2942458,0,6168544,True,6058538,11,2
2025-08-29,ATM-00014,6168544,1604035,0,4564509,False,0,34,2
2025-08-30,ATM-00014,4564509,2796038,0,1768471,False,0,74,0
2025-08-31,ATM-00014,1768471,2634903,0,6334922,True,7201353,9,2
2025-09-01,ATM-00014,6334922,859929,0,5474993,False,0,21,6
2025-09-02,ATM-00014,5474993,891994,0,4582999,False,0,34,5
2025-09-03,ATM-00014,4582999,2599732,0,1983267,False,0,71,0
2025-09-04,ATM-00014,1983267,1418102,0,5954252,True,5389086,14,4
2025-09-05,ATM-00014,5954252,1308346,0,4645906,False,0,33,3
2025-09-06,ATM-00014,4645906,974922,0,3670984,False,0,47,3
2025-09-07,ATM-00014,3670984,1889470,0,1781514,False,0,74,0
2025-09-08,ATM-00014,1781514,1646107,0,6624792,True,6489385,5,4
2025-09-09,ATM-00014,6624792,1663014,0,4961778,False,0,29,2
2025-09-10,ATM-00014,4961778,2144088,0,2817690,False,0,59,1
2025-09-11,ATM-00014,2817690,1002407,0,1815283,False,0,74,1
2025-09-12,ATM-00014,1815283,2884890,0,6262890,True,7332497,10,2
2025-09-13,ATM-00014,6262890,2825708,0,3437182,False,0,50,1
2025-09-14,ATM-00014,3437182,1098602,0,2338580,False,0,66,2
2025-09-15,ATM-00014,2338580,1921631,0,6111392,True,5694443,12,3
2025-09-16,ATM-00014,6111392,868712,0,5242680,False,0,25,6
2025-09-17,ATM-00014,5242680,2482476,0,2760204,False,0,60,1
2025-09-18,ATM-00014,2760204,2512572,0,6136716,True,5889083,12,2
2025-09-19,ATM-00014,6136716,2219176,0,3917540,False,0,44,1
2025-09-20,ATM-00014,3917540,1164474,0,2753066,False,0,60,2
2025-09-21,ATM-00014,2753066,1145192,0,1607874,False,0,77,1
2025-09-22,ATM-00014,1607874,2984945,0,6565891,True,7942961,6,2
2025-09-23,ATM-00014,6565891,2097109,0,4468782,False,0,36,2
2025-09-24,ATM-00014,4468782,864879,0,3603903,False,0,48,4
2025-09-25,ATM-00014,3603903,1498278,0,2105625,False,0,69,1
2025-09-26,ATM-00014,2105625,2065632,0,6363943,True,6323949,9,3
2025-09-27,ATM-00014,6363943,1351525,0,5012418,False,0,28,3
2025-09-28,ATM-00014,5012418,2665133,0,2347285,False,0,66,0
2025-09-29,ATM-00014,2347285,2501277,0,6148403,True,6302395,12,2
2025-09-30,ATM-00014,6148403,1262290,0,4886113,False,0,30,3
2025-10-01,ATM-00014,4886113,2278375,0,2607738,False,0,62,1
2025-10-02,ATM-00014,2607738,2285941,0,5957754,True,5635956,14,2
2025-10-03,ATM-00014,5957754,1375192,0,4582562,False,0,34,3
2025-10-04,ATM-00014,4582562,2791195,0,1791367,False,0,74,0
2025-10-05,ATM-00014,1791367,2534440,0,6513807,True,7256880,6,2
2025-10-06,ATM-00014,6513807,2592431,0,3921376,False,0,43,1
2025-10-07,ATM-00014,3921376,1466334,0,2455042,False,0,64,1
2025-10-08,ATM-00014,2455042,1979616,0,6043088,True,5567661,13,3
2025-10-09,ATM-00014,6043088,1566564,0,4476524,False,0,36,2
2025-10-10,ATM-00014,4476524,2080899,0,2395625,False,0,65,1
2025-10-11,ATM-00014,2395625,2605613,0,6478660,True,6688647,7,2
2025-10-12,ATM-00014,6478660,2869798,0,3608862,False,0,48,1
2025-10-13,ATM-00014,3608862,2984205,0,6626348,True,6001691,5,2
2025-10-14,ATM-00014,6626348,1318881,0,5307467,False,0,24,4
2025-10-15,ATM-00014,5307467,2646426,0,2661041,False,0,61,1
2025-10-16,ATM-00014,2661041,1471818,0,6635819,True,5446596,5,4
2025-10-17,ATM-00014,6635819,2209403,0,4426416,False,0,36,2
2025-10-18,ATM-00014,4426416,2813629,0,1612787,False,0,76,0
2025-10-19,ATM-00014,1612787,2564977,0,6319083,True,7271272,9,2
2025-10-20,ATM-00014,6319083,1991016,0,4328067,False,0,38,2
2025-10-21,ATM-00014,4328067,2974272,0,6626350,True,5272555,5,2
2025-10-22,ATM-00014,6626350,2840902,0,3785448,False,0,45,1
2025-10-23,ATM-00014,3785448,1547769,0,2237679,False,0,68,1
2025-10-24,ATM-00014,2237679,1809891,0,6133302,True,5705513,12,3
2025-10-25,ATM-00014,6133302,1281080,0,4852222,False,0,30,3
2025-10-26,ATM-00014,4852222,2716426,0,2135796,False,0,69,0
2025-10-27,ATM-00014,2135796,2215486,0,6443728,True,6523418,7,2
2025-10-28,ATM-00014,6443728,1536652,0,4907076,False,0,29,3
2025-10-29,ATM-00014,4907076,1030856,0,3876220,False,0,44,3
2025-05-03,ATM-00015,4500000,2524640,0,1975360,False,0,60,0
2025-05-04,ATM-00015,1975360,1942184,0,4680095,True,4646919,6,2
2025-05-05,ATM-00015,4680095,999547,0,3680548,False,0,26,3
2025-05-06,ATM-00015,3680548,2714571,0,4738855,True,3772878,5,1
2025-05-07,ATM-00015,4738855,895594,0,3843261,False,0,23,4
2025-05-08,ATM-00015,3843261,1307324,0,2535937,False,0,49,1
2025-05-09,ATM-00015,2535937,2504452,0,4741179,True,4709693,5,1
2025-05-10,ATM-00015,4741179,2253111,0,2488068,False,0,50,1
2025-05-11,ATM-00015,2488068,1096566,0,1391502,False,0,72,1
2025-05-12,ATM-00015,1391502,895134,0,4598749,True,4102381,8,5
2025-05-13,ATM-00015,4598749,878371,0,3720378,False,0,25,4
2025-05-14,ATM-00015,3720378,2237308,0,1483070,False,0,70,0
2025-05-15,ATM-00015,1483070,1380591,0,4449591,True,4347111,11,3
2025-05-16,ATM-00015,4449591,2232231,0,2217360,False,0,55,0
2025-05-17,ATM-00015,2217360,2162415,0,4746679,True,4691733,5,2
2025-05-18,ATM-00015,4746679,2763330,0,1983349,False,0,60,0
2025-05-19,ATM-00015,1983349,2954403,0,4321564,True,5292617,13,1
2025-05-20,ATM-00015,4321564,1472299,0,2849265,False,0,43,1
2025-05-21,ATM-00015,2849265,1563347,0,1285918,False,0,74,0
2025-05-22,ATM-00015,1285918,2705857,0,4625631,True,6045570,7,1
2025-05-23,ATM-00015,4625631,1765342,0,2860289,False,0,42,1
2025-05-24,ATM-00015,2860289,2785109,0,4689816,True,4614636,6,1
2025-05-25,ATM-00015,4689816,2383151,0,2306665,False,0,53,0
2025-05-26,ATM-00015,2306665,904626,0,1402039,False,0,71,1
2025-05-27,ATM-00015,1402039,1092782,0,4272122,True,3962864,14,3
2025-05-28,ATM-00015,4272122,1902515,0,2369607,False,0,52,1
2025-05-29,ATM-00015,2369607,2823881,0,4402986,True,4857259,11,1
2025-05-30,ATM-00015,4402986,1723337,0,2679649,False,0,46,1
2025-05-31,ATM-00015,2679649,2682359,0,4276185,True,4278895,14,1
2025-06-01,ATM-00015,4276185,904187,0,3371998,False,0,32,3
2025-06-02,ATM-00015,3371998,2804156,0,4324415,True,3756572,13,1
2025-06-03,ATM-00015,4324415,1880461,0,2443954,False,0,51,1
2025-06-04,ATM-00015,2443954,2772073,0,4679083,True,5007202,6,1
2025-06-05,ATM-00015,4679083,1927399,0,2751684,False,0,44,1
2025-06-06,ATM-00015,2751684,1043106,0,1708578,False,0,65,1
2025-06-07,ATM-00015,1708578,2053331,0,4663753,True,5008505,6,2
2025-06-08,ATM-00015,4663753,1321159,0,3342594,False,0,33,2
2025-06-09,ATM-00015,3342594,1796568,0,1546026,False,0,69,0
2025-06-10,ATM-00015,1546026,2144172,0,4392914,True,4991059,12,2
2025-06-11,ATM-00015,4392914,2704281,0,1688633,False,0,66,0
2025-06-12,ATM-00015,1688633,2915446,0,4396883,True,5623695,12,1
2025-06-13,ATM-00015,4396883,2481905,0,1914978,False,0,61,0
2025-06-14,ATM-00015,1914978,1728423,0,4315830,True,4129274,13,2
2025-06-15,ATM-00015,4315830,2220063,0,2095767,False,0,58,0
2025-06-16,ATM-00015,2095767,1611241,0,4322284,True,3837758,13,2
2025-06-17,ATM-00015,4322284,2838287,0,1483997,False,0,70,0
2025-06-18,ATM-00015,1483997,1833598,0,4384980,True,4734580,12,2
2025-06-19,ATM-00015,4384980,2986508,0,1398472,False,0,72,0
2025-06-20,ATM-00015,1398472,829246,0,4719741,True,4150515,5,5
2025-06-21,ATM-00015,4719741,2688396,0,2031345,False,0,59,0
2025-06-22,ATM-00015,2031345,972791,0,1058554,False,0,78,1
2025-06-23,ATM-00015,1058554,2172232,0,4443019,True,5556696,11,2
2025-06-24,ATM-00015,4443019,2079137,0,2363882,False,0,52,1
2025-06-25,ATM-00015,2363882,874463,0,1489419,False,0,70,1
2025-06-26,ATM-00015,1489419,2699352,0,4619241,True,5829174,7,1
2025-06-27,ATM-00015,4619241,1953707,0,2665534,False,0,46,1
2025-06-28,ATM-00015,2665534,1230368,0,1435166,False,0,71,1
2025-06-29,ATM-00015,1435166,1714646,0,4698496,True,4977976,6,2
2025-06-30,ATM-00015,4698496,2492779,0,2205717,False,0,55,0
2025-07-01,ATM-00015,2205717,2482765,0,4628656,True,4905703,7,1
2025-07-02,ATM-00015,4628656,906263,0,3722393,False,0,25,4
2025-07-03,ATM-00015,3722393,915296,0,2807097,False,0,43,3
2025-07-04,ATM-00015,2807097,841313,0,1965784,False,0,60,2
2025-07-05,ATM-00015,1965784,2387721,0,4709391,True,5131327,5,1
2025-07-06,ATM-00015,4709391,1554154,0,3155237,False,0,36,2
2025-07-07,ATM-00015,3155237,1615857,0,1539380,False,0,69,0
2025-07-08,ATM-00015,1539380,1370056,0,4318018,True,4148694,13,3
2025-07-09,ATM-00015,4318018,2168748,0,2149270,False,0,57,0
2025-07-10,ATM-00015,2149270,2827470,0,4401227,True,5079426,11,1
2025-07-11,ATM-00015,4401227,2408005,0,1993222,False,0,60,0
2025-07-12,ATM-00015,1993222,2907484,0,4740209,True,5654471,5,1
2025-07-13,ATM-00015,4740209,1760482,0,2979727,False,0,40,1
2025-07-14,ATM-00015,2979727,2245732,0,4405001,True,3671006,11,1
2025-07-15,ATM-00015,4405001,832490,0,3572511,False,0,28,4
2025-07-16,ATM-00015,3572511,1020212,0,2552299,False,0,48,2
2025-07-17,ATM-00015,2552299,1180357,0,1371942,False,0,72,1
2025-07-18,ATM-00015,1371942,1594343,0,4698529,True,4920930,6,2
2025-07-19,ATM-00015,4698529,932541,0,3765988,False,0,24,4
2025-07-20,ATM-00015,3765988,1137623,0,2628365,False,0,47,2
2025-07-21,ATM-00015,2628365,2750930,0,4375878,True,4498442,12,1
2025-07-22,ATM-00015,4375878,1556206,0,2819672,False,0,43,1
2025-07-23,ATM-00015,2819672,1833964,0,4587966,True,3602258,8,2
2025-07-24,ATM-00015,4587966,1015257,0,3572709,False,0,28,3
2025-07-25,ATM-00015,3572709,1150285,0,2422424,False,0,51,2
2025-07-26,ATM-00015,2422424,950612,0,1471812,False,0,70,1
2025-07-27,ATM-00015,1471812,2178360,0,4584826,True,5291373,8,2
2025-07-28,ATM-00015,4584826,1476126,0,3108700,False,0,37,2
2025-07-29,ATM-00015,3108700,1011859,0,2096841,False,0,58,2
2025-07-30,ATM-00015,2096841,1425363,0,4522980,True,3851502,9,3
2025-07-31,ATM-00015,4522980,1911349,0,2611631,False,0,47,1
2025-08-01,ATM-00015,2611631,2271855,0,4677657,True,4337881,6,2
2025-08-02,ATM-00015,4677657,2677477,0,2000180,False,0,59,0
2025-08-03,ATM-00015,2000180,2354027,0,4465853,True,4819699,10,1
2025-08-04,ATM-00015,4465853,985933,0,3479920,False,0,30,3
2025-08-05,ATM-00015,3479920,1697922,0,1781998,False,0,64,1
2025-08-06,ATM-00015,1781998,1253171,0,4487593,True,3958766,10,3
2025-08-07,ATM-00015,4487593,1255180,0,3232413,False,0,35,2
2025-08-08,ATM-00015,3232413,1426445,0,1805968,False,0,63,1
2025-08-09,ATM-00015,1805968,2532039,0,4491977,True,5218047,10,1
2025-08-10,ATM-00015,4491977,2280346,0,2211631,False,0,55,0
2025-08-11,ATM-00015,2211631,931938,0,1279693,False,0,74,1
2025-08-12,ATM-00015,1279693,2766032,0,4676945,True,6163284,6,1
2025-08-13,ATM-00015,4676945,2940470,0,1736475,False,0,65,0
2025-08-14,ATM-00015,1736475,2514559,0,4301286,True,5079369,13,1
2025-08-15,ATM-00015,4301286,1956784,0,2344502,False,0,53,1
2025-08-16,ATM-00015,2344502,946995,0,1397507,False,0,72,1
2025-08-17,ATM-00015,1397507,2651748,0,4373311,True,5627551,12,1
2025-08-18,ATM-00015,4373311,890076,0,3483235,False,0,30,3
2025-08-19,ATM-00015,3483235,2584202,0,4687286,True,3788253,6,1
2025-08-20,ATM-00015,4687286,1721856,0,2965430,False,0,40,1
2025-08-21,ATM-00015,2965430,2799475,0,4732119,True,4566164,5,1
2025-08-22,ATM-00015,4732119,1139659,0,3592460,False,0,28,3
2025-08-23,ATM-00015,3592460,881310,0,2711150,False,0,45,3
2025-08-24,ATM-00015,2711150,1832223,0,4739268,True,3860340,5,2
2025-08-25,ATM-00015,4739268,2487325,0,2251943,False,0,54,0
2025-08-26,ATM-00015,2251943,2508117,0,4289071,True,4545244,14,1
2025-08-27,ATM-00015,4289071,2844766,0,1444305,False,0,71,0
2025-08-28,ATM-00015,1444305,2586657,0,4475462,True,5617814,10,1
2025-08-29,ATM-00015,4475462,1139674,0,3335788,False,0,33,2
2025-08-30,ATM-00015,3335788,1599725,0,1736063,False,0,65,1
2025-08-31,ATM-00015,1736063,1435067,0,4266375,True,3965378,14,2
2025-09-01,ATM-00015,4266375,1504050,0,2762325,False,0,44,1
2025-09-02,ATM-00015,2762325,1885792,0,4554948,True,3678414,8,2
2025-09-03,ATM-00015,4554948,2500849,0,2054099,False,0,58,0
2025-09-04,ATM-00015,2054099,2072131,0,4429997,True,4448029,11,2
2025-09-05,ATM-00015,4429997,2098351,0,2331646,False,0,53,1
2025-09-06,ATM-00015,2331646,1415202,0,4481970,True,3565525,10,3
2025-09-07,ATM-00015,4481970,928640,0,3553330,False,0,28,3
2025-09-08,ATM-00015,3553330,1379356,0,2173974,False,0,56,1
2025-09-09,ATM-00015,2173974,1871450,0,4520103,True,4217579,9,2
2025-09-10,ATM-00015,4520103,1703898,0,2816205,False,0,43,1
2025-09-11,ATM-00015,2816205,1759995,0,1056210,False,0,78,0
2025-09-12,ATM-00015,1056210,1827147,0,4532262,True,5303199,9,2
2025-09-13,ATM-00015,4532262,1911261,0,2621001,False,0,47,1
2025-09-14,ATM-00015,2621001,2307506,0,4407418,True,4093922,11,1
2025-09-15,ATM-00015,4407418,2565163,0,1842255,False,0,63,0
2025-09-16,ATM-00015,1842255,2450588,0,4718546,True,5326878,5,1
2025-09-17,ATM-00015,4718546,2213970,0,2504576,False,0,49,1
2025-09-18,ATM-00015,2504576,921712,0,1582864,False,0,68,1
2025-09-19,ATM-00015,1582864,1763555,0,4409555,True,4590246,11,2
2025-09-20,ATM-00015,4409555,1772247,0,2637308,False,0,47,1
2025-09-21,ATM-00015,2637308,1577635,0,1059673,False,0,78,0
2025-09-22,ATM-00015,1059673,2644095,0,4662171,True,6246593,6,1
2025-09-23,ATM-00015,4662171,2612377,0,2049794,False,0,59,0
2025-09-24,ATM-00015,2049794,2681599,0,4359060,True,4990864,12,1
2025-09-25,ATM-00015,4359060,1970460,0,2388600,False,0,52,1
2025-09-26,ATM-00015,2388600,2087097,0,4611812,True,4310308,7,2
2025-09-27,ATM-00015,4611812,2213109,0,2398703,False,0,52,1
2025-09-28,ATM-00015,2398703,947813,0,1450890,False,0,70,1
2025-09-29,ATM-00015,1450890,2700359,0,4485103,True,5734572,10,1
2025-09-30,ATM-00015,4485103,1409827,0,3075276,False,0,38,2
2025-10-01,ATM-00015,3075276,2808099,0,4407258,True,4140081,11,1
2025-10-02,ATM-00015,4407258,894832,0,3512426,False,0,29,3
2025-10-03,ATM-00015,3512426,2654757,0,4491705,True,3634035,10,1
2025-10-04,ATM-00015,4491705,2469972,0,2021733,False,0,59,0
2025-10-05,ATM-00015,2021733,2021571,0,4430056,True,4429894,11,2
2025-10-06,ATM-00015,4430056,1781330,0,2648726,False,0,47,1
2025-10-07,ATM-00015,2648726,2207972,0,4553410,True,4112656,8,2
2025-10-08,ATM-00015,4553410,1771444,0,2781966,False,0,44,1
2025-10-09,ATM-00015,2781966,1658255,0,1123711,False,0,77,0
2025-10-10,ATM-00015,1123711,1141212,0,4455140,True,4472641,10,3
2025-10-11,ATM-00015,4455140,2851688,0,1603452,False,0,67,0
2025-10-12,ATM-00015,1603452,2139840,0,4475885,True,5012272,10,2
2025-10-13,ATM-00015,4475885,2919913,0,1555972,False,0,68,0
2025-10-14,ATM-00015,1555972,1426868,0,4490751,True,4361647,10,3
2025-10-15,ATM-00015,4490751,2378527,0,2112224,False,0,57,0
2025-10-16,ATM-00015,2112224,2805667,0,4316114,True,5009557,13,1
2025-10-17,ATM-00015,4316114,1773980,0,2542134,False,0,49,1
2025-10-18,ATM-00015,2542134,2017335,0,4492037,True,3967238,10,2
2025-10-19,ATM-00015,4492037,2582353,0,1909684,False,0,61,0
2025-10-20,ATM-00015,1909684,1050951,0,4397202,True,3538468,12,4
2025-10-21,ATM-00015,4397202,1554692,0,2842510,False,0,43,1
2025-10-22,ATM-00015,2842510,2848301,0,4668519,True,4674310,6,1
2025-10-23,ATM-00015,4668519,2300646,0,2367873,False,0,52,1
2025-10-24,ATM-00015,2367873,1914360,0,4504171,True,4050658,9,2
2025-10-25,ATM-00015,4504171,1783440,0,2720731,False,0,45,1
2025-10-26,ATM-00015,2720731,2490889,0,4280461,True,4050618,14,1
2025-10-27,ATM-00015,4280461,1562979,0,2717482,False,0,45,1
2025-10-28,ATM-00015,2717482,1292141,0,1425341,False,0,71,1
2025-10-29,ATM-00015,1425341,1568176,0,4374131,True,4516966,12,2
2025-05-03,ATM-00016,6300000,2917718,0,3382282,False,0,51,1
2025-05-04,ATM-00016,3382282,1833883,0,1548399,False,0,77,0
2025-05-05,ATM-00016,1548399,1273538,0,6525376,True,6250515,6,5
2025-05-06,ATM-00016,6525376,2351256,0,4174120,False,0,40,1
2025-05-07,ATM-00016,4174120,2708428,0,1465692,False,0,79,0
2025-05-08,ATM-00016,1465692,1610746,0,6243534,True,6388587,10,3
2025-05-09,ATM-00016,6243534,2573588,0,3669946,False,0,47,1
2025-05-10,ATM-00016,3669946,1996360,0,1673586,False,0,76,0
2025-05-11,ATM-00016,1673586,2616564,0,6489433,True,7432411,7,2
2025-05-12,ATM-00016,6489433,2937468,0,3551965,False,0,49,1
2025-05-13,ATM-00016,3551965,2779036,0,6290415,True,5517485,10,2
2025-05-14,ATM-00016,6290415,844421,0,5445994,False,0,22,6
2025-05-15,ATM-00016,5445994,909159,0,4536835,False,0,35,4
2025-05-16,ATM-00016,4536835,1775259,0,2761576,False,0,60,1
2025-05-17,ATM-00016,2761576,2815023,0,6162812,True,6216259,11,2
2025-05-18,ATM-00016,6162812,2697243,0,3465569,False,0,50,1
2025-05-19,ATM-00016,3465569,2111335,0,6035254,True,4681019,13,2
2025-05-20,ATM-00016,6035254,1901579,0,4133675,False,0,40,2
2025-05-21,ATM-00016,4133675,1917604,0,2216071,False,0,68,1
2025-05-22,ATM-00016,2216071,2409825,0,6218865,True,6412619,11,2
2025-05-23,ATM-00016,6218865,2643109,0,3575756,False,0,48,1
2025-05-24,ATM-00016,3575756,1461976,0,2113780,False,0,69,1
2025-05-25,ATM-00016,2113780,1828345,0,6544196,True,6258760,6,3
2025-05-26,ATM-00016,6544196,2800304,0,3743892,False,0,46,1
2025-05-27,ATM-00016,3743892,2514094,0,6218110,True,4988311,11,2
2025-05-28,ATM-00016,6218110,1166231,0,5051879,False,0,27,4
2025-05-29,ATM-00016,5051879,2508926,0,2542953,False,0,63,1
2025-05-30,ATM-00016,2542953,1244092,0,6185518,True,4886657,11,4
2025-05-31,ATM-00016,6185518,2801320,0,3384198,False,0,51,1
2025-06-01,ATM-00016,3384198,802693,0,2581505,False,0,63,3
2025-06-02,ATM-00016,2581505,2094940,0,6095978,True,5609412,12,2
2025-06-03,ATM-00016,6095978,1733138,0,4362840,False,0,37,2
2025-06-04,ATM-00016,4362840,1766081,0,2596759,False,0,62,1
2025-06-05,ATM-00016,2596759,1698437,0,6408701,True,5510379,8,3
2025-06-06,ATM-00016,6408701,1488661,0,4920040,False,0,29,3
2025-06-07,ATM-00016,4920040,1091003,0,3829037,False,0,45,3
2025-06-08,ATM-00016,3829037,2659753,0,6212725,True,5043440,11,2
2025-06-09,ATM-00016,6212725,2408244,0,3804481,False,0,45,1
2025-06-10,ATM-00016,3804481,1278609,0,2525872,False,0,63,1
2025-06-11,ATM-00016,2525872,1094524,0,1431348,False,0,79,1
2025-06-12,ATM-00016,1431348,1037858,0,6559214,True,6165723,6,6
2025-06-13,ATM-00016,6559214,1113344,0,5445870,False,0,22,4
2025-06-14,ATM-00016,5445870,998199,0,4447671,False,0,36,4
2025-06-15,ATM-00016,4447671,1016462,0,3431209,False,0,50,3
2025-06-16,ATM-00016,3431209,2080457,0,6290031,True,4939279,10,3
2025-06-17,ATM-00016,6290031,1184501,0,5105530,False,0,27,4
2025-06-18,ATM-00016,5105530,1965404,0,3140126,False,0,55,1
2025-06-19,ATM-00016,3140126,2011068,0,6354870,True,5225812,9,3
2025-06-20,ATM-00016,6354870,2567802,0,3787068,False,0,45,1
2025-06-21,ATM-00016,3787068,1062253,0,2724815,False,0,61,2
2025-06-22,ATM-00016,2724815,1839719,0,6224179,True,5339082,11,3
2025-06-23,ATM-00016,6224179,2335586,0,3888593,False,0,44,1
2025-06-24,ATM-00016,3888593,1489218,0,2399375,False,0,65,1
2025-06-25,ATM-00016,2399375,1275766,0,6323053,True,5199444,9,4
2025-06-26,ATM-00016,6323053,2816522,0,3506531,False,0,49,1
2025-06-27,ATM-00016,3506531,2250657,0,6076195,True,4820321,13,2
2025-06-28,ATM-00016,6076195,1790811,0,4285384,False,0,38,2
2025-06-29,ATM-00016,4285384,2119953,0,2165431,False,0,69,1
2025-06-30,ATM-00016,2165431,1579825,0,6047795,True,5462189,13,3
2025-07-01,ATM-00016,6047795,2058230,0,3989565,False,0,43,1
2025-07-02,ATM-00016,3989565,2520364,0,1469201,False,0,79,0
2025-07-03,ATM-00016,1469201,2010500,0,6458171,True,6999469,7,3
2025-07-04,ATM-00016,6458171,2343907,0,4114264,False,0,41,1
2025-07-05,ATM-00016,4114264,1887763,0,2226501,False,0,68,1
2025-07-06,ATM-00016,2226501,956453,0,6095359,True,4825310,12,6
2025-07-07,ATM-00016,6095359,955247,0,5140112,False,0,26,5
2025-07-08,ATM-00016,5140112,1088194,0,4051918,False,0,42,3
2025-07-09,ATM-00016,4051918,2852973,0,6247025,True,5048080,10,2
2025-07-10,ATM-00016,6247025,2093531,0,4153494,False,0,40,1
