event_id,atm_id,issue_type,error_code,description,severity,reported_at,resolved_at,resolution_time_minutes,engineer_id,parts_replaced,cost_naira,preventive
MAINT-1754722691-3932,ATM-00008,cash_dispenser,20002,Low cash warning,low,2025-08-09T07:58:11.156876,2025-08-09T09:52:11.156876,114,ENG-030,"[""Cash cassette""]",159930,True
MAINT-1754722691-9851,ATM-00013,cash_dispenser,C0047,Cassette misfeed,high,2025-08-09T07:58:11.156876,2025-08-09T08:44:11.156876,46,ENG-024,[],150493,True
MAINT-1754722691-7237,ATM-00017,card_reader,90001,Card reader malfunction,high,2025-08-09T07:58:11.156876,2025-08-09T08:57:11.156876,59,ENG-017,"[""Cash cassette""]",97694,False
MAINT-1754722691-6153,ATM-00023,cash_dispenser,C0047,Cassette misfeed,high,2025-08-09T07:58:11.156876,2025-08-09T08:56:11.156876,58,ENG-028,[],135496,False
MAINT-1754722691-7935,ATM-00025,card_reader,90001,Card reader malfunction,high,2025-08-09T07:58:11.156876,2025-08-09T09:28:11.156876,90,ENG-024,"[""Cash cassette""]",39976,False
MAINT-1754722691-2841,ATM-00036,card_reader,90001,Card reader malfunction,high,2025-08-09T07:58:11.156876,2025-08-09T09:26:11.156876,88,ENG-016,[],43871,False
MAINT-1754722691-1308,ATM-00045,printer,20014,Printer jam,medium,2025-08-09T07:58:11.156876,2025-08-09T08:39:11.156876,41,ENG-028,[],131397,False
MAINT-1754722691-4734,ATM-00052,cash_dispenser,20002,Low cash warning,low,2025-08-09T07:58:11.156876,2025-08-09T09:59:11.156876,121,ENG-001,"[""Card reader""]",94418,False
MAINT-1754722691-8074,ATM-00057,card_reader,90001,Card reader malfunction,high,2025-08-09T07:58:11.156876,2025-08-09T09:16:11.156876,78,ENG-006,"[""Cash cassette""]",196919,False
MAINT-1754722691-6314,ATM-00072,cash_dispenser,20002,Low cash warning,low,2025-08-09T07:58:11.156876,2025-08-09T10:18:11.156876,140,ENG-001,"[""Receipt printer""]",217638,False
MAINT-1754722691-4029,ATM-00079,cash_dispenser,20002,Low cash warning,low,2025-08-09T07:58:11.156876,2025-08-09T10:21:11.156876,143,ENG-026,[],157032,False
MAINT-1754722691-7989,ATM-00085,cash_dispenser,20001,Unable to load cassette,medium,2025-08-09T07:58:11.156876,2025-08-09T08:35:11.156876,37,ENG-023,"[""Receipt printer""]",239893,False
MAINT-1754722691-7989,ATM-00085,card_reader,90001,Card reader malfunction,high,2025-08-09T07:58:11.156876,2025-08-09T09:00:11.156876,62,ENG-020,[],136740,False
MAINT-1754722691-9745,ATM-00087,cash_dispenser,20002,Low cash warning,low,2025-08-09T07:58:11.156876,2025-08-09T10:08:11.156876,130,ENG-010,"[""Card reader""]",204977,True
MAINT-1754722691-1957,ATM-00095,printer,20014,Printer jam,medium,2025-08-09T07:58:11.156876,2025-08-09T08:11:11.156876,13,ENG-007,[],198203,False
MAINT-1754722691-8875,ATM-00097,cash_dispenser,20002,Low cash warning,low,2025-08-09T07:58:11.156876,2025-08-09T09:59:11.156876,121,ENG-018,"[""Cash cassette""]",141131,False
MAINT-1754636291-7825,ATM-00013,cash_dispenser,C0047,Cassette misfeed,high,2025-08-08T07:58:11.156876,2025-08-08T08:52:11.156876,54,ENG-026,"[""Receipt printer""]",159736,False
MAINT-1754636291-2998,ATM-00016,network,D1500,Connection timeout,high,2025-08-08T07:58:11.156876,2025-08-08T09:13:11.156876,75,ENG-025,"[""Receipt printer""]",217172,True
MAINT-1754636291-8001,ATM-00018,cash_dispenser,20002,Low cash warning,low,2025-08-08T07:58:11.156876,2025-08-08T09:47:11.156876,109,ENG-027,"[""Receipt printer""]",138421,False
MAINT-1754636291-9098,ATM-00019,network,D1500,Connection timeout,high,2025-08-08T07:58:11.156876,2025-08-08T09:33:11.156876,95,ENG-021,"[""Cash cassette""]",72045,True
MAINT-1754636291-7390,ATM-00020,cash_dispenser,20001,Unable to load cassette,medium,2025-08-08T07:58:11.156876,2025-08-08T08:56:11.156876,58,ENG-016,[],154052,True
MAINT-1754636291-7400,ATM-00031,printer,20013,Receipt paper empty,medium,2025-08-08T07:58:11.156876,2025-08-08T08:11:11.156876,13,ENG-003,"[""Cash cassette""]",139460,False
MAINT-1754636291-4808,ATM-00032,printer,20013,Receipt paper empty,medium,2025-08-08T07:58:11.156876,2025-08-08T08:30:11.156876,32,ENG-017,"[""Cash cassette""]",75976,False
MAINT-1754636291-1895,ATM-00036,printer,20013,Receipt paper empty,medium,2025-08-08T07:58:11.156876,2025-08-08T08:08:11.156876,10,ENG-026,[],126207,False
MAINT-1754636291-3790,ATM-00041,network,D1500,Connection timeout,high,2025-08-08T07:58:11.156876,2025-08-08T09:30:11.156876,92,ENG-030,[],135768,False
MAINT-1754636291-8062,ATM-00045,cash_dispenser,20001,Unable to load cassette,medium,2025-08-08T07:58:11.156876,2025-08-08T08:24:11.156876,26,ENG-018,[],94992,False
MAINT-1754636291-4845,ATM-00046,printer,20014,Printer jam,medium,2025-08-08T07:58:11.156876,2025-08-08T08:48:11.156876,50,ENG-021,[],154057,False
MAINT-1754636291-3042,ATM-00053,cash_dispenser,20001,Unable to load cassette,medium,2025-08-08T07:58:11.156876,2025-08-08T08:50:11.156876,52,ENG-003,"[""Card reader""]",166598,True
MAINT-1754636291-9043,ATM-00062,cash_dispenser,20002,Low cash warning,low,2025-08-08T07:58:11.156876,2025-08-08T09:44:11.156876,106,ENG-014,"[""Receipt printer""]",38451,False
MAINT-1754636291-5794,ATM-00075,printer,20013,Receipt paper empty,medium,2025-08-08T07:58:11.156876,2025-08-08T08:36:11.156876,38,ENG-004,"[""Receipt printer""]",41103,False
MAINT-1754636291-1675,ATM-00092,network,D1500,Connection timeout,high,2025-08-08T07:58:11.156876,2025-08-08T09:49:11.156876,111,ENG-024,"[""Cash cassette""]",186726,False
MAINT-1754549891-9835,ATM-00005,printer,20013,Receipt paper empty,medium,2025-08-07T07:58:11.156876,2025-08-07T08:03:11.156876,5,ENG-005,"[""Receipt printer""]",46098,False
MAINT-1754549891-2237,ATM-00007,printer,20013,Receipt paper empty,medium,2025-08-07T07:58:11.156876,2025-08-07T08:26:11.156876,28,ENG-021,"[""Cash cassette""]",120604,False
MAINT-1754549891-4850,ATM-00012,card_reader,90001,Card reader malfunction,high,2025-08-07T07:58:11.156876,2025-08-07T09:08:11.156876,70,ENG-003,"[""Card reader""]",132466,False
MAINT-1754549891-9631,ATM-00017,cash_dispenser,C0047,Cassette misfeed,high,2025-08-07T07:58:11.156876,2025-08-07T09:05:11.156876,67,ENG-002,[],30757,False
MAINT-1754549891-7541,ATM-00038,cash_dispenser,20002,Low cash warning,low,2025-08-07T07:58:11.156876,2025-08-07T09:53:11.156876,115,ENG-028,[],116770,True
MAINT-1754549891-8387,ATM-00040,printer,20013,Receipt paper empty,medium,2025-08-07T07:58:11.156876,2025-08-07T08:18:11.156876,20,ENG-026,[],93316,False
MAINT-1754549891-3051,ATM-00044,printer,20013,Receipt paper empty,medium,2025-08-07T07:58:11.156876,2025-08-07T08:42:11.156876,44,ENG-014,"[""Card reader""]",51115,False
MAINT-1754549891-1554,ATM-00049,printer,20014,Printer jam,medium,2025-08-07T07:58:11.156876,2025-08-07T08:50:11.156876,52,ENG-011,"[""Card reader""]",109079,True
MAINT-1754549891-1417,ATM-00059,cash_dispenser,20002,Low cash warning,low,2025-08-07T07:58:11.156876,2025-08-07T10:18:11.156876,140,ENG-021,"[""Receipt printer""]",118687,False
MAINT-1754549891-6723,ATM-00087,card_reader,90001,Card reader malfunction,high,2025-08-07T07:58:11.156876,2025-08-07T09:15:11.156876,77,ENG-003,"[""Receipt printer""]",64667,True
MAINT-1754549891-7512,ATM-00091,printer,20013,Receipt paper empty,medium,2025-08-07T07:58:11.156876,2025-08-07T08:08:11.156876,10,ENG-019,"[""Receipt printer""]",73847,False
MAINT-1754549891-3496,ATM-00095,printer,20013,Receipt paper empty,medium,2025-08-07T07:58:11.156876,2025-08-07T08:33:11.156876,35,ENG-004,[],103153,True
MAINT-1754549891-7848,ATM-00100,cash_dispenser,20001,Unable to load cassette,medium,2025-08-07T07:58:11.156876,2025-08-07T08:21:11.156876,23,ENG-018,"[""Receipt printer""]",195411,False
MAINT-1754463491-6279,ATM-00011,card_reader,90001,Card reader malfunction,high,2025-08-06T07:58:11.156876,2025-08-06T08:43:11.156876,45,ENG-025,"[""Cash cassette""]",19696,False
MAINT-1754463491-5663,ATM-00022,printer,20013,Receipt paper empty,medium,2025-08-06T07:58:11.156876,2025-08-06T07:58:11.156876,0,ENG-012,[],131805,True
MAINT-1754463491-5859,ATM-00032,cash_dispenser,20001,Unable to load cassette,medium,2025-08-06T07:58:11.156876,2025-08-06T08:44:11.156876,46,ENG-007,[],68578,False
MAINT-1754463491-9315,ATM-00039,cash_dispenser,C0047,Cassette misfeed,high,2025-08-06T07:58:11.156876,2025-08-06T08:42:11.156876,44,ENG-010,[],187669,False
MAINT-1754463491-6201,ATM-00039,cash_dispenser,20001,Unable to load cassette,medium,2025-08-06T07:58:11.156876,2025-08-06T08:46:11.156876,48,ENG-011,[],164995,True
MAINT-1754463491-6535,ATM-00049,card_reader,90001,Card reader malfunction,high,2025-08-06T07:58:11.156876,2025-08-06T09:21:11.156876,83,ENG-016,"[""Receipt printer""]",25519,True
MAINT-1754463491-8163,ATM-00053,printer,20014,Printer jam,medium,2025-08-06T07:58:11.156876,2025-08-06T08:09:11.156876,11,ENG-002,"[""Receipt printer""]",222129,False
MAINT-1754463491-3824,ATM-00055,printer,20014,Printer jam,medium,2025-08-06T07:58:11.156876,2025-08-06T08:12:11.156876,14,ENG-007,"[""Receipt printer""]",62654,False
MAINT-1754463491-5587,ATM-00059,printer,20013,Receipt paper empty,medium,2025-08-06T07:58:11.156876,2025-08-06T08:02:11.156876,4,ENG-014,"[""Receipt printer""]",216967,False
MAINT-1754463491-6692,ATM-00059,printer,20013,Receipt paper empty,medium,2025-08-06T07:58:11.156876,2025-08-06T08:27:11.156876,29,ENG-025,[],228444,False
MAINT-1754463491-1693,ATM-00068,cash_dispenser,20002,Low cash warning,low,2025-08-06T07:58:11.156876,2025-08-06T10:01:11.156876,123,ENG-006,"[""Cash cassette""]",204038,False
MAINT-1754463491-8888,ATM-00079,printer,20014,Printer jam,medium,2025-08-06T07:58:11.156876,2025-08-06T08:08:11.156876,10,ENG-003,[],107125,True
MAINT-1754463491-3517,ATM-00088,cash_dispenser,C0047,Cassette misfeed,high,2025-08-06T07:58:11.156876,2025-08-06T09:02:11.156876,64,ENG-028,"[""Receipt printer""]",155452,False
MAINT-1754463491-9155,ATM-00095,printer,20014,Printer jam,medium,2025-08-06T07:58:11.156876,2025-08-06T08:08:11.156876,10,ENG-024,"[""Receipt printer""]",73822,True
MAINT-1754463491-3622,ATM-00099,printer,20014,Printer jam,medium,2025-08-06T07:58:11.156876,2025-08-06T08:25:11.156876,27,ENG-003,"[""Receipt printer""]",62776,False
MAINT-1754377091-8273,ATM-00002,printer,20013,Receipt paper empty,medium,2025-08-05T07:58:11.156876,2025-08-05T08:21:11.156876,23,ENG-025,[],51095,False
MAINT-1754377091-5179,ATM-00008,cash_dispenser,20001,Unable to load cassette,medium,2025-08-05T07:58:11.156876,2025-08-05T08:23:11.156876,25,ENG-025,[],165447,False
MAINT-1754377091-9955,ATM-00013,card_reader,90001,Card reader malfunction,high,2025-08-05T07:58:11.156876,2025-08-05T09:20:11.156876,82,ENG-024,"[""Card reader""]",65724,False
MAINT-1754377091-9622,ATM-00027,cash_dispenser,C0047,Cassette misfeed,high,2025-08-05T07:58:11.156876,2025-08-05T09:11:11.156876,73,ENG-013,"[""Card reader""]",219164,False
MAINT-1754377091-6134,ATM-00033,printer,20014,Printer jam,medium,2025-08-05T07:58:11.156876,2025-08-05T08:16:11.156876,18,ENG-013,"[""Cash cassette""]",96474,False
MAINT-1754377091-1080,ATM-00041,network,D1500,Connection timeout,high,2025-08-05T07:58:11.156876,2025-08-05T09:47:11.156876,109,ENG-030,"[""Cash cassette""]",83075,True
MAINT-1754377091-5765,ATM-00046,cash_dispenser,20001,Unable to load cassette,medium,2025-08-05T07:58:11.156876,2025-08-05T08:15:11.156876,17,ENG-030,[],169986,False
MAINT-1754377091-5781,ATM-00052,printer,20014,Printer jam,medium,2025-08-05T07:58:11.156876,2025-08-05T08:27:11.156876,29,ENG-025,[],191816,False
MAINT-1754377091-5656,ATM-00053,printer,20014,Printer jam,medium,2025-08-05T07:58:11.156876,2025-08-05T08:36:11.156876,38,ENG-004,"[""Card reader""]",34395,False
MAINT-1754377091-5919,ATM-00058,printer,20013,Receipt paper empty,medium,2025-08-05T07:58:11.156876,2025-08-05T08:29:11.156876,31,ENG-025,"[""Card reader""]",210289,False
MAINT-1754377091-5575,ATM-00063,printer,20014,Printer jam,medium,2025-08-05T07:58:11.156876,2025-08-05T08:44:11.156876,46,ENG-015,[],60913,True
MAINT-1754377091-9207,ATM-00068,cash_dispenser,C0047,Cassette misfeed,high,2025-08-05T07:58:11.156876,2025-08-05T08:43:11.156876,45,ENG-017,[],87203,False
MAINT-1754377091-6665,ATM-00069,printer,20013,Receipt paper empty,medium,2025-08-05T07:58:11.156876,2025-08-05T08:37:11.156876,39,ENG-005,"[""Cash cassette""]",96586,False
MAINT-1754377091-2062,ATM-00069,printer,20014,Printer jam,medium,2025-08-05T07:58:11.156876,2025-08-05T08:44:11.156876,46,ENG-026,[],165493,False
MAINT-1754377091-7443,ATM-00082,printer,20014,Printer jam,medium,2025-08-05T07:58:11.156876,2025-08-05T08:34:11.156876,36,ENG-015,"[""Cash cassette""]",115444,False
MAINT-1754377091-4212,ATM-00095,cash_dispenser,20001,Unable to load cassette,medium,2025-08-05T07:58:11.156876,2025-08-05T08:32:11.156876,34,ENG-022,"[""Cash cassette""]",225278,True
MAINT-1754377091-5255,ATM-00097,cash_dispenser,20002,Low cash warning,low,2025-08-05T07:58:11.156876,2025-08-05T09:58:11.156876,120,ENG-001,[],21658,False
MAINT-1754290691-6995,ATM-00002,cash_dispenser,20002,Low cash warning,low,2025-08-04T07:58:11.156876,2025-08-04T10:08:11.156876,130,ENG-002,"[""Card reader""]",162276,False
MAINT-1754290691-1681,ATM-00007,printer,20014,Printer jam,medium,2025-08-04T07:58:11.156876,2025-08-04T08:42:11.156876,44,ENG-025,"[""Card reader""]",72289,True
MAINT-1754290691-8017,ATM-00013,printer,20014,Printer jam,medium,2025-08-04T07:58:11.156876,2025-08-04T08:28:11.156876,30,ENG-006,[],79533,True
MAINT-1754290691-1011,ATM-00016,printer,20014,Printer jam,medium,2025-08-04T07:58:11.156876,2025-08-04T08:37:11.156876,39,ENG-025,"[""Receipt printer""]",207323,False
MAINT-1754290691-5093,ATM-00016,cash_dispenser,20002,Low cash warning,low,2025-08-04T07:58:11.156876,2025-08-04T10:20:11.156876,142,ENG-008,[],93722,False
MAINT-1754290691-4120,ATM-00017,printer,20013,Receipt paper empty,medium,2025-08-04T07:58:11.156876,2025-08-04T08:20:11.156876,22,ENG-011,[],186811,False
MAINT-1754290691-1440,ATM-00024,network,D1500,Connection timeout,high,2025-08-04T07:58:11.156876,2025-08-04T09:35:11.156876,97,ENG-025,"[""Receipt printer""]",114765,False
MAINT-1754290691-9569,ATM-00049,printer,20014,Printer jam,medium,2025-08-04T07:58:11.156876,2025-08-04T08:30:11.156876,32,ENG-015,"[""Card reader""]",233033,False
MAINT-1754290691-2579,ATM-00054,printer,20014,Printer jam,medium,2025-08-04T07:58:11.156876,2025-08-04T08:47:11.156876,49,ENG-016,"[""Card reader""]",66455,False
MAINT-1754290691-8066,ATM-00055,network,D1500,Connection timeout,high,2025-08-04T07:58:11.156876,2025-08-04T09:29:11.156876,91,ENG-012,[],76526,False
MAINT-1754290691-7017,ATM-00059,cash_dispenser,20002,Low cash warning,low,2025-08-04T07:58:11.156876,2025-08-04T09:48:11.156876,110,ENG-015,"[""Card reader""]",57964,False
MAINT-1754290691-4745,ATM-00062,printer,20013,Receipt paper empty,medium,2025-08-04T07:58:11.156876,2025-08-04T08:01:11.156876,3,ENG-003,"[""Cash cassette""]",39216,False
MAINT-1754290691-6853,ATM-00064,cash_dispenser,20002,Low cash warning,low,2025-08-04T07:58:11.156876,2025-08-04T10:26:11.156876,148,ENG-022,"[""Cash cassette""]",58311,True
MAINT-1754290691-7463,ATM-00072,network,D1500,Connection timeout,high,2025-08-04T07:58:11.156876,2025-08-04T09:26:11.156876,88,ENG-010,[],91978,False
MAINT-1754290691-1000,ATM-00079,network,D1500,Connection timeout,high,2025-08-04T07:58:11.156876,2025-08-04T09:44:11.156876,106,ENG-023,"[""Card reader""]",28049,False
MAINT-1754204291-2674,ATM-00006,printer,20013,Receipt paper empty,medium,2025-08-03T07:58:11.156876,2025-08-03T08:15:11.156876,17,ENG-005,[],127978,False
MAINT-1754204291-5040,ATM-00006,cash_dispenser,C0047,Cassette misfeed,high,2025-08-03T07:58:11.156876,2025-08-03T08:44:11.156876,46,ENG-024,"[""Card reader""]",176656,False
MAINT-1754204291-4262,ATM-00011,cash_dispenser,C0047,Cassette misfeed,high,2025-08-03T07:58:11.156876,2025-08-03T09:13:11.156876,75,ENG-009,[],136692,False
MAINT-1754204291-1486,ATM-00030,network,D1500,Connection timeout,high,2025-08-03T07:58:11.156876,2025-08-03T09:15:11.156876,77,ENG-007,[],60651,False
MAINT-1754204291-9946,ATM-00031,cash_dispenser,C0047,Cassette misfeed,high,2025-08-03T07:58:11.156876,2025-08-03T08:30:11.156876,32,ENG-007,[],191975,False
MAINT-1754204291-8756,ATM-00038,network,D1500,Connection timeout,high,2025-08-03T07:58:11.156876,2025-08-03T09:40:11.156876,102,ENG-007,[],242546,False
MAINT-1754204291-7686,ATM-00046,printer,20014,Printer jam,medium,2025-08-03T07:58:11.156876,2025-08-03T08:29:11.156876,31,ENG-029,"[""Receipt printer""]",92086,False
MAINT-1754204291-6766,ATM-00046,printer,20013,Receipt paper empty,medium,2025-08-03T07:58:11.156876,2025-08-03T08:03:11.156876,5,ENG-018,"[""Receipt printer""]",186266,False
MAINT-1754204291-2730,ATM-00052,network,D1500,Connection timeout,high,2025-08-03T07:58:11.156876,2025-08-03T09:53:11.156876,115,ENG-022,"[""Card reader""]",214689,False
MAINT-1754204291-5771,ATM-00052,printer,20014,Printer jam,medium,2025-08-03T07:58:11.156876,2025-08-03T08:53:11.156876,55,ENG-010,"[""Cash cassette""]",163803,False
MAINT-1754204291-4519,ATM-00053,network,D1500,Connection timeout,high,2025-08-03T07:58:11.156876,2025-08-03T09:41:11.156876,103,ENG-006,[],74685,False
MAINT-1754204291-1890,ATM-00059,cash_dispenser,20002,Low cash warning,low,2025-08-03T07:58:11.156876,2025-08-03T10:12:11.156876,134,ENG-021,"[""Card reader""]",248362,True
MAINT-1754204291-1672,ATM-00062,cash_dispenser,C0047,Cassette misfeed,high,2025-08-03T07:58:11.156876,2025-08-03T08:31:11.156876,33,ENG-028,[],43170,False
MAINT-1754204291-7551,ATM-00063,printer,20014,Printer jam,medium,2025-08-03T07:58:11.156876,2025-08-03T08:34:11.156876,36,ENG-014,"[""Receipt printer""]",36267,False
MAINT-1754204291-1772,ATM-00077,cash_dispenser,20002,Low cash warning,low,2025-08-03T07:58:11.156876,2025-08-03T10:00:11.156876,122,ENG-002,"[""Receipt printer""]",81706,False
MAINT-1754204291-8218,ATM-00079,cash_dispenser,C0047,Cassette misfeed,high,2025-08-03T07:58:11.156876,2025-08-03T08:42:11.156876,44,ENG-002,"[""Cash cassette""]",67326,False
MAINT-1754204291-5194,ATM-00079,cash_dispenser,20001,Unable to load cassette,medium,2025-08-03T07:58:11.156876,2025-08-03T08:41:11.156876,43,ENG-017,"[""Cash cassette""]",103446,True
MAINT-1754204291-4215,ATM-00082,printer,20013,Receipt paper empty,medium,2025-08-03T07:58:11.156876,2025-08-03T08:34:11.156876,36,ENG-023,[],48169,True
MAINT-1754117891-4842,ATM-00013,cash_dispenser,20002,Low cash warning,low,2025-08-02T07:58:11.156876,2025-08-02T09:51:11.156876,113,ENG-004,[],33299,True
MAINT-1754117891-5623,ATM-00019,network,D1500,Connection timeout,high,2025-08-02T07:58:11.156876,2025-08-02T09:20:11.156876,82,ENG-028,[],128171,True
MAINT-1754117891-6755,ATM-00024,cash_dispenser,20002,Low cash warning,low,2025-08-02T07:58:11.156876,2025-08-02T10:09:11.156876,131,ENG-002,"[""Cash cassette""]",76504,False
MAINT-1754117891-3598,ATM-00027,cash_dispenser,20002,Low cash warning,low,2025-08-02T07:58:11.156876,2025-08-02T10:26:11.156876,148,ENG-006,"[""Card reader""]",23380,True
MAINT-1754117891-3903,ATM-00029,printer,20014,Printer jam,medium,2025-08-02T07:58:11.156876,2025-08-02T08:32:11.156876,34,ENG-027,"[""Card reader""]",17210,False
MAINT-1754117891-4549,ATM-00031,printer,20013,Receipt paper empty,medium,2025-08-02T07:58:11.156876,2025-08-02T08:09:11.156876,11,ENG-023,[],191958,False
MAINT-1754117891-3844,ATM-00032,cash_dispenser,C0047,Cassette misfeed,high,2025-08-02T07:58:11.156876,2025-08-02T08:48:11.156876,50,ENG-001,"[""Receipt printer""]",18140,False
MAINT-1754117891-6467,ATM-00036,cash_dispenser,20002,Low cash warning,low,2025-08-02T07:58:11.156876,2025-08-02T09:47:11.156876,109,ENG-004,[],37230,True
MAINT-1754117891-6803,ATM-00043,card_reader,90001,Card reader malfunction,high,2025-08-02T07:58:11.156876,2025-08-02T09:12:11.156876,74,ENG-014,"[""Receipt printer""]",135922,False
MAINT-1754117891-8266,ATM-00044,network,D1500,Connection timeout,high,2025-08-02T07:58:11.156876,2025-08-02T09:27:11.156876,89,ENG-023,[],111189,True
MAINT-1754117891-8871,ATM-00055,cash_dispenser,C0047,Cassette misfeed,high,2025-08-02T07:58:11.156876,2025-08-02T08:31:11.156876,33,ENG-026,"[""Card reader""]",200502,True
MAINT-1754117891-3467,ATM-00057,cash_dispenser,20002,Low cash warning,low,2025-08-02T07:58:11.156876,2025-08-02T09:55:11.156876,117,ENG-007,[],32307,False
MAINT-1754117891-3516,ATM-00088,cash_dispenser,20001,Unable to load cassette,medium,2025-08-02T07:58:11.156876,2025-08-02T08:49:11.156876,51,ENG-001,"[""Receipt printer""]",106564,False
MAINT-1754117891-5796,ATM-00090,cash_dispenser,C0047,Cassette misfeed,high,2025-08-02T07:58:11.156876,2025-08-02T08:52:11.156876,54,ENG-004,"[""Card reader""]",65222,True
MAINT-1754031491-3293,ATM-00005,network,D1500,Connection timeout,high,2025-08-01T07:58:11.156876,2025-08-01T09:23:11.156876,85,ENG-024,"[""Cash cassette""]",248141,False
MAINT-1754031491-3446,ATM-00018,network,D1500,Connection timeout,high,2025-08-01T07:58:11.156876,2025-08-01T09:17:11.156876,79,ENG-009,"[""Receipt printer""]",113367,False
MAINT-1754031491-5738,ATM-00019,printer,20013,Receipt paper empty,medium,2025-08-01T07:58:11.156876,2025-08-01T08:16:11.156876,18,ENG-006,[],171666,True
MAINT-1754031491-8469,ATM-00021,cash_dispenser,20001,Unable to load cassette,medium,2025-08-01T07:58:11.156876,2025-08-01T08:31:11.156876,33,ENG-006,"[""Cash cassette""]",201597,False
MAINT-1754031491-5382,ATM-00027,network,D1500,Connection timeout,high,2025-08-01T07:58:11.156876,2025-08-01T09:15:11.156876,77,ENG-029,[],195914,True
MAINT-1754031491-1084,ATM-00035,cash_dispenser,20002,Low cash warning,low,2025-08-01T07:58:11.156876,2025-08-01T09:49:11.156876,111,ENG-012,"[""Cash cassette""]",120399,False
MAINT-1754031491-1010,ATM-00042,printer,20013,Receipt paper empty,medium,2025-08-01T07:58:11.156876,2025-08-01T08:40:11.156876,42,ENG-002,[],106807,True
MAINT-1754031491-8368,ATM-00053,cash_dispenser,20002,Low cash warning,low,2025-08-01T07:58:11.156876,2025-08-01T10:03:11.156876,125,ENG-010,"[""Receipt printer""]",214935,False
MAINT-1754031491-7648,ATM-00057,card_reader,90001,Card reader malfunction,high,2025-08-01T07:58:11.156876,2025-08-01T08:56:11.156876,58,ENG-014,"[""Receipt printer""]",207269,False
MAINT-1754031491-4977,ATM-00066,printer,20013,Receipt paper empty,medium,2025-08-01T07:58:11.156876,2025-08-01T08:10:11.156876,12,ENG-016,"[""Receipt printer""]",129675,False
MAINT-1754031491-6967,ATM-00079,cash_dispenser,20002,Low cash warning,low,2025-08-01T07:58:11.156876,2025-08-01T09:48:11.156876,110,ENG-013,[],162998,False
MAINT-1754031491-4641,ATM-00085,cash_dispenser,C0047,Cassette misfeed,high,2025-08-01T07:58:11.156876,2025-08-01T09:09:11.156876,71,ENG-029,"[""Card reader""]",161858,False
MAINT-1754031491-6719,ATM-00085,cash_dispenser,C0047,Cassette misfeed,high,2025-08-01T07:58:11.156876,2025-08-01T08:29:11.156876,31,ENG-016,"[""Receipt printer""]",89131,False
MAINT-1754031491-7647,ATM-00099,cash_dispenser,20001,Unable to load cassette,medium,2025-08-01T07:58:11.156876,2025-08-01T08:55:11.156876,57,ENG-006,"[""Receipt printer""]",132236,False
MAINT-1753945091-1693,ATM-00002,printer,20013,Receipt paper empty,medium,2025-07-31T07:58:11.156876,2025-07-31T08:26:11.156876,28,ENG-024,"[""Receipt printer""]",176179,True
MAINT-1753945091-8015,ATM-00007,card_reader,90001,Card reader malfunction,high,2025-07-31T07:58:11.156876,2025-07-31T09:28:11.156876,90,ENG-006,"[""Cash cassette""]",228261,False
MAINT-1753945091-3480,ATM-00007,printer,20013,Receipt paper empty,medium,2025-07-31T07:58:11.156876,2025-07-31T08:11:11.156876,13,ENG-030,"[""Card reader""]",130968,True
MAINT-1753945091-7149,ATM-00009,printer,20013,Receipt paper empty,medium,2025-07-31T07:58:11.156876,2025-07-31T08:32:11.156876,34,ENG-004,"[""Card reader""]",185647,True
MAINT-1753945091-5128,ATM-00011,printer,20013,Receipt paper empty,medium,2025-07-31T07:58:11.156876,2025-07-31T08:27:11.156876,29,ENG-007,"[""Card reader""]",151482,True
MAINT-1753945091-5530,ATM-00014,printer,20014,Printer jam,medium,2025-07-31T07:58:11.156876,2025-07-31T08:30:11.156876,32,ENG-008,"[""Cash cassette""]",134212,True
MAINT-1753945091-6218,ATM-00019,printer,20014,Printer jam,medium,2025-07-31T07:58:11.156876,2025-07-31T08:43:11.156876,45,ENG-009,[],199642,True
MAINT-1753945091-7765,ATM-00039,cash_dispenser,C0047,Cassette misfeed,high,2025-07-31T07:58:11.156876,2025-07-31T08:57:11.156876,59,ENG-030,"[""Card reader""]",220687,True
MAINT-1753945091-7406,ATM-00042,card_reader,90001,Card reader malfunction,high,2025-07-31T07:58:11.156876,2025-07-31T09:04:11.156876,66,ENG-019,"[""Receipt printer""]",96087,False
MAINT-1753945091-6508,ATM-00045,network,D1500,Connection timeout,high,2025-07-31T07:58:11.156876,2025-07-31T09:14:11.156876,76,ENG-030,"[""Receipt printer""]",227400,True
MAINT-1753945091-1414,ATM-00049,card_reader,90001,Card reader malfunction,high,2025-07-31T07:58:11.156876,2025-07-31T08:54:11.156876,56,ENG-028,[],137178,True
MAINT-1753945091-3667,ATM-00072,printer,20014,Printer jam,medium,2025-07-31T07:58:11.156876,2025-07-31T08:33:11.156876,35,ENG-029,[],101741,False
MAINT-1753858691-2698,ATM-00001,cash_dispenser,C0047,Cassette misfeed,high,2025-07-30T07:58:11.156876,2025-07-30T08:43:11.156876,45,ENG-025,"[""Receipt printer""]",49972,False
MAINT-1753858691-3142,ATM-00002,card_reader,90001,Card reader malfunction,high,2025-07-30T07:58:11.156876,2025-07-30T09:08:11.156876,70,ENG-025,[],162233,False
MAINT-1753858691-5758,ATM-00003,network,D1500,Connection timeout,high,2025-07-30T07:58:11.156876,2025-07-30T09:22:11.156876,84,ENG-002,[],202207,False
